release_speed,launch_angle,launch_speed,bat_speed,swing_length,pitch_type,balls,strikes,stand,p_throws,estimated_woba_using_speedangle,hit_outcome
89.2,1.0,107.6,72.5,8.7,SL,1,2,L,R,0.462,1
74.0,44.0,68.2,67.5,7.1,SL,2,2,R,R,0.337,1
81.5,15.0,80.3,68.1,6.9,SI,1,2,L,R,0.822,1
90.7,19.0,74.7,65.3,7.3,FC,0,0,L,R,0.903,1
87.6,4.0,108.1,76.2,7.1,SL,3,2,L,R,0.581,1
95.1,8.0,96.4,77.7,7.6,SI,3,1,R,R,0.531,1
93.3,-5.0,91.1,67.5,7.1,SI,3,2,L,L,0.235,1
82.7,19.0,99.3,69.1,7.133333333333333,CH,1,1,R,L,0.379,2
82.8,5.0,103.7,70.0,7.0,FS,1,2,R,R,0.547,1
80.0,9.0,106.9,75.0,7.9,CU,2,2,R,L,0.761,1
85.8,25.0,86.3,72.6,7.9,FS,2,2,R,R,0.12,2
94.7,10.0,90.9,73.6,7.9,SI,2,1,R,R,0.509,1
90.2,11.0,104.3,69.1,7.2,SI,0,1,L,L,0.912,1
80.0,8.0,84.3,75.2,8.3,ST,0,1,R,R,0.419,1
97.8,25.0,98.2,65.9,7.1,FF,1,2,L,R,0.58365,2
91.5,27.0,108.8,75.5,8.0,FC,2,0,R,R,1.9565,3
80.3,10.0,96.5,68.4,7.9,CH,0,1,L,R,0.696,1
95.4,18.0,100.8,65.4,6.2,FF,2,2,R,R,0.507,2
86.7,25.0,97.2,73.4,6.5,SL,0,0,R,R,0.4443636363636364,2
97.0,4.0,113.9,77.7,7.4,FF,3,2,R,R,0.641,1
85.4,17.0,84.7,77.4,6.2,FF,3,2,R,L,0.91,1
87.3,9.0,105.0,72.1,6.8,SI,0,0,L,L,0.75,2
80.6,17.0,85.6,63.8,7.5,SL,2,2,L,L,0.885,1
81.4,25.0,107.4,76.2,7.1,SL,0,1,L,L,1.754000000000001,3
85.6,30.0,101.9,71.0,7.3,FF,2,1,R,L,1.1802380952380946,3
76.1,3.0,65.9,70.9,8.2,SL,0,1,R,L,0.167,1
86.8,13.0,90.2,60.3,6.2,SL,0,2,R,R,0.884,1
85.3,18.0,77.4,56.0,5.9,SL,2,1,R,R,0.888,1
85.5,32.0,102.8,69.0,8.4,CH,0,1,L,R,1.224410256410256,3
95.1,26.0,77.5,72.7,7.0,SI,1,0,L,R,0.466,1
92.2,32.0,98.7,70.3,6.4,FF,2,0,R,R,0.7835652173913045,3
87.1,17.0,74.3,69.2,8.0,SL,2,2,L,R,0.802,2
93.5,11.0,105.3,73.2,7.2,FF,2,1,L,R,0.917,1
94.2,14.0,85.8,64.5,6.7,SI,1,1,R,R,0.887,1
85.8,-38.0,48.5,60.7,7.7,SL,0,2,R,R,0.182,1
93.4,14.0,79.5,68.6,6.0,SI,1,0,R,R,0.636,1
94.3,6.0,104.3,70.3,6.8,SI,1,2,R,R,0.561,1
95.7,24.0,81.1,59.3,7.2,FF,3,2,L,R,0.4,1
95.0,-10.0,99.1,67.4,5.7,SI,2,1,R,R,0.238,1
95.8,12.0,100.3,66.93333333333334,6.366666666666667,FF,2,1,R,R,0.921,1
96.2,16.0,106.9,72.7,6.9,FF,0,1,R,R,0.745,2
96.3,10.0,102.2,69.2,6.966666666666666,SI,0,1,L,L,0.826,1
91.8,1.0,103.4,55.36666666666667,5.166666666666667,SL,2,2,R,L,0.441,1
94.8,13.0,104.9,79.9,7.1,FF,2,1,R,L,0.869,2
91.8,13.0,117.6,46.53333333333333,4.7,SL,0,0,R,R,0.925,2
85.5,16.0,99.9,76.3,7.8,CH,1,1,R,L,0.614,1
98.2,6.0,119.2,80.4,7.5,FF,2,2,L,L,0.787,1
84.5,22.0,93.2,69.3,7.5,CU,1,0,R,L,0.204,1
88.9,12.0,105.0,84.3,7.7,SL,0,2,R,L,0.958,1
96.7,-28.0,102.7,71.89999999999999,7.2,FF,2,2,R,L,0.115,1
90.4,23.0,85.1,74.1,7.9,SL,2,2,R,L,0.268,2
95.2,17.0,89.2,62.9,6.666666666666667,FF,3,1,R,L,0.808,2
95.2,4.0,92.2,71.4,7.2,FF,2,2,R,L,0.473,1
93.5,10.0,100.7,74.5,7.1,FF,0,2,R,L,0.739,1
84.9,19.0,104.5,79.4,7.8,SL,1,1,R,L,0.793,2
94.1,35.0,103.4,74.9,8.1,SI,2,0,R,R,1.1709166666666664,3
86.9,21.0,92.0,70.4,8.0,FS,1,1,L,R,0.223,1
85.7,-52.0,83.8,60.3,8.0,FS,1,2,R,R,0.238,1
91.3,0.0,100.0,75.7,7.1,FF,3,0,L,L,0.369,1
90.7,28.0,95.9,72.6,6.8,SI,2,0,R,L,0.4789411764705882,2
91.3,26.0,65.5,68.2,7.2,SI,1,1,L,L,0.833,2
87.8,7.0,106.0,81.3,8.1,FC,2,0,R,L,0.588,2
90.6,13.0,99.5,70.0,7.2,SI,2,2,R,L,0.901,1
93.7,7.0,99.4,71.3,6.9,FF,1,1,R,L,0.586,1
94.2,26.0,102.8,67.8,7.1,SI,2,2,L,L,1.3093833333333331,3
81.7,18.0,110.3,72.56666666666666,6.8999999999999995,ST,1,0,R,R,1.0850454545454546,2
94.7,20.0,105.9,70.7,7.6,FF,2,2,L,R,1.005421052631579,2
94.4,13.0,104.6,69.7,7.6,FF,2,2,R,R,0.869,2
82.2,15.0,97.7,70.1,7.2,ST,0,2,L,L,0.741,2
83.6,12.0,61.0,75.2,8.0,SL,0,0,L,R,0.162,2
80.8,21.0,88.6,66.5,7.4,CU,3,2,R,R,0.279,1
97.1,-11.0,97.9,63.2,5.9,SI,2,2,R,R,0.229,1
84.1,26.0,100.6,69.0,7.8,CH,1,2,L,R,1.058638888888889,3
91.8,-1.0,99.4,71.5,7.2,SI,1,1,L,R,0.351,1
85.7,23.0,82.0,59.2,7.1,SL,1,2,L,R,0.456,1
92.2,12.0,105.4,74.6,7.0,FF,3,2,L,R,0.958,1
85.8,-9.0,88.2,76.4,7.1,SL,1,1,L,R,0.16,1
95.5,21.0,105.1,73.5,7.2,FC,0,0,R,R,1.0830857142857149,3
91.6,22.0,109.9,53.599999999999994,5.2,FF,3,2,L,R,1.7810434782608695,2
82.8,-1.0,96.2,64.3,7.5,ST,1,2,R,R,0.394,1
96.0,15.0,92.8,64.0,6.8,FF,2,2,L,R,0.869,1
83.2,-41.0,75.2,72.1,7.8,FS,2,2,R,L,0.097,1
85.7,14.0,109.9,75.5,7.8,CH,0,2,R,L,0.794,2
90.0,-59.0,57.5,44.2,4.9,SI,1,0,L,L,0.269,1
91.1,-30.0,89.9,78.8,7.8,SI,1,2,R,L,0.067,1
82.1,8.0,93.1,64.4,7.4,FS,1,0,R,L,0.542,1
83.0,-14.0,71.3,78.2,8.3,FS,2,1,R,L,0.085,1
93.8,19.0,85.3,74.5,7.0,FF,0,2,L,R,0.777,1
80.8,18.0,82.6,71.8,7.7,FS,0,1,L,R,0.887,1
86.2,21.0,76.2,66.5,6.1,FC,1,1,L,R,0.915,1
82.5,3.0,110.5,77.9,8.1,FS,0,0,L,L,0.582,1
92.8,23.0,108.2,81.4,7.1,FF,1,1,R,L,1.6838205128205137,3
93.3,-10.0,99.3,65.1,7.1,FF,0,2,R,R,0.276,1
88.5,24.0,107.7,75.2,8.3,FC,0,1,R,R,1.8270857142857144,2
81.3,20.0,90.9,72.4,7.8,FS,1,2,L,R,0.325,1
83.1,20.0,77.8,79.5,8.6,FS,0,2,L,R,0.896,1
81.2,12.0,104.4,76.53333333333333,7.966666666666666,ST,1,2,R,R,0.912,1
81.9,32.0,95.1,63.9,7.0,FS,0,1,L,R,0.268,2
93.2,-30.0,66.6,72.7,8.1,FF,0,0,R,R,0.078,1
86.9,8.0,112.4,79.5,7.1,CH,1,0,R,L,0.786,1
86.6,21.0,100.2,72.0,8.3,CH,1,0,R,L,0.484,1
86.5,-31.0,77.7,72.2,7.9,CH,0,1,R,L,0.057,1
90.2,19.0,82.7,64.3,6.7,SI,1,2,R,R,0.873,1
89.6,8.0,100.3,74.1,8.0,SI,0,1,R,R,0.618,1
87.3,-8.0,91.0,71.2,7.8,SL,0,0,R,R,0.208,1
84.7,22.0,86.7,75.8,7.7,SL,0,1,R,R,0.274,1
88.3,21.0,108.2,79.4,7.2,FC,1,0,R,R,1.3596666666666668,3
94.7,29.0,100.0,76.8,7.4,FF,1,0,R,R,1.0012424242424245,2
94.2,13.0,109.0,74.3,6.7,FF,2,0,R,R,0.881,1
90.8,26.0,105.4,73.9,8.4,SI,0,1,R,R,1.5924067796610166,3
91.1,11.0,72.0,74.3,6.3,SI,0,0,R,R,0.268,1
90.0,13.0,104.2,74.46666666666667,7.266666666666667,SI,1,1,R,R,0.893,1
89.9,25.0,98.9,67.2,6.966666666666668,SI,0,1,L,R,0.6991923076923078,2
78.7,21.0,80.0,70.9,7.5,CU,1,1,R,R,0.758,1
90.4,-13.0,92.8,72.4,7.6,SI,3,2,R,R,0.136,2
72.8,14.0,87.5,64.4,7.5,CU,1,2,R,R,0.911,1
78.1,14.0,94.1,65.1,6.2,CU,1,1,L,R,0.938,1
86.9,11.0,105.6,72.7,7.3,FC,2,1,R,R,0.962,1
89.3,13.0,89.0,69.6,5.9,FC,1,2,L,R,0.87,1
90.8,13.0,110.0,75.2,7.3,FF,1,0,R,R,0.862,2
91.4,19.0,72.4,71.8,7.466666666666666,FF,1,1,L,L,0.802,1
94.0,20.0,101.4,72.1,6.0,SI,1,2,R,R,0.487,2
85.6,-10.0,98.3,75.1,7.6,SL,1,2,R,R,0.235,1
83.0,-8.0,83.1,72.9,8.2,CH,1,2,R,L,0.112,1
83.7,15.0,109.2,76.6,7.2,CH,0,0,R,L,0.774,1
79.8,4.0,101.1,69.8,6.9,ST,0,1,R,R,0.492,1
86.0,7.0,104.8,72.8,7.2,SL,0,0,R,R,0.588,1
94.4,11.0,87.9,70.9,6.2,SI,0,1,R,R,0.596,1
94.0,-27.0,106.6,68.0,6.8,SI,2,2,R,R,0.12,1
91.7,16.0,91.6,69.7,6.9,SI,0,1,R,R,0.818,1
86.1,13.0,103.9,73.2,7.2,CH,1,2,L,R,0.893,1
93.8,33.0,69.5,66.5,6.8,FF,1,1,L,R,0.745,1
72.8,15.0,94.7,64.8,6.6,CU,2,2,R,L,0.778,1
83.7,19.0,95.3,70.26666666666667,7.633333333333333,CH,0,2,R,L,0.393,2
93.4,7.0,93.2,64.6,6.1,SI,0,0,L,R,0.509,1
84.2,15.0,109.3,76.3,7.9,CH,2,1,R,R,0.774,2
85.5,24.0,106.4,76.63333333333333,7.333333333333333,SL,2,2,L,R,1.551925373134328,2
84.0,26.0,98.0,69.5,7.1,SL,0,0,R,R,0.6513333333333333,2
87.0,41.0,69.3,74.8,7.8,SL,1,0,L,R,0.45,1
75.6,2.0,83.4,56.5,6.5,CU,3,2,R,L,0.26,1
86.8,26.0,92.1,75.9,6.8,SL,1,0,R,L,0.144,2
86.9,12.0,105.1,80.6,8.0,SL,2,1,R,L,0.958,1
86.2,-15.0,104.1,73.16666666666667,7.033333333333334,SL,0,0,R,L,0.267,2
92.5,9.0,101.8,72.0,6.8,SI,1,1,R,L,0.645,1
87.9,42.0,74.5,78.0,6.7,SL,3,2,R,L,0.187,1
86.3,6.0,100.3,73.7,7.6,SL,0,2,R,L,0.584,1
93.9,-8.0,97.6,73.0,6.4,FF,0,2,R,L,0.228,1
89.7,23.0,107.0,75.8,7.5,SL,2,2,R,L,1.5579454545454543,3
90.1,9.0,99.3,74.1,7.4,FC,1,0,R,R,0.636,1
89.2,-5.0,102.3,71.7,7.3,FC,2,1,L,R,0.317,1
94.8,-2.0,97.7,75.86666666666667,7.1000000000000005,FF,1,2,R,R,0.404,1
90.7,-2.0,94.7,72.8,7.1,FC,1,1,L,R,0.296,1
81.9,9.0,101.4,69.9,7.5,SL,1,2,L,L,0.687,1
91.5,2.0,84.2,69.9,6.7,FC,1,2,R,R,0.336,1
88.9,4.0,99.7,69.1,7.1,FF,3,2,L,R,0.479,1
82.0,20.0,97.9,72.7,7.4,SL,0,0,R,R,0.381,1
80.5,43.0,74.9,68.7,6.9,SL,2,2,R,R,0.144,1
89.0,8.0,91.6,61.2,6.2,FF,0,2,L,R,0.518,1
83.3,15.0,88.3,60.3,7.8,SL,1,2,R,R,0.942,1
90.0,-20.0,108.6,66.60000000000001,6.933333333333334,FF,1,1,L,R,0.242,1
83.3,4.0,110.6,80.2,7.2,SL,0,0,L,R,0.66,1
92.8,2.0,109.4,83.4,8.1,FF,1,1,R,R,0.494,1
91.9,12.0,94.1,71.0,8.0,FF,3,1,R,R,0.87,1
94.8,11.0,113.1,81.0,8.8,SI,3,1,R,L,0.928,2
78.7,0.0,105.0,77.4,7.6,ST,0,0,L,L,0.458,1
88.3,9.0,107.6,79.4,7.0,FC,3,2,R,R,0.751,2
91.6,10.0,112.3,81.8,7.9,CH,0,1,R,R,0.918,2
97.9,-4.0,101.0,64.4,5.3,FF,1,2,L,R,0.358,1
92.3,28.0,103.7,73.4,7.9,SI,2,2,L,R,1.517754098360656,3
93.2,11.0,88.0,70.8,6.7,FF,1,2,L,R,0.596,1
95.7,29.0,100.7,73.1,7.4,FF,2,1,L,R,1.0995333333333337,3
96.8,18.0,86.8,70.3,7.2,FF,2,1,R,R,0.786,1
87.6,23.0,107.9,79.5,8.3,SL,1,2,R,R,1.6838205128205137,3
97.4,4.0,99.8,66.3,5.8,FF,0,0,L,R,0.479,1
79.6,26.0,101.4,70.1,7.3,CU,1,2,L,R,1.058638888888889,3
90.5,-19.0,92.9,74.9,7.8,CH,1,2,R,R,0.096,1
89.6,24.0,103.9,72.7,7.5,FC,0,1,L,R,1.286225806451613,3
89.7,7.0,97.5,70.2,7.3,SL,1,2,L,R,0.539,1
91.2,-11.0,97.8,66.4,6.6,SI,1,0,L,L,0.212,1
91.5,25.0,101.1,73.5,8.1,FF,0,1,R,R,0.9614528301886794,2
83.2,12.0,103.9,71.9,7.5,SL,1,1,L,R,0.912,2
92.9,13.0,93.1,75.7,7.4,SI,1,1,R,R,0.901,1
93.8,31.0,102.7,73.8,8.6,SI,1,2,R,R,1.2699322033898306,3
93.6,24.0,96.9,66.5,7.5,FF,1,2,R,R,0.406,2
91.6,22.0,114.2,81.5,8.3,SI,0,0,R,R,2.0,3
94.1,-4.0,94.9,66.5,7.8,SI,1,2,R,R,0.289,1
91.8,40.0,71.3,74.3,7.1,FF,2,2,L,R,0.384,1
85.0,28.0,107.3,76.1,7.5,CH,1,1,L,R,1.8964137931034484,3
84.2,-6.0,90.1,72.8,7.5,SL,0,0,R,R,0.229,1
75.5,19.0,87.3,72.1,7.0,CU,1,2,L,R,0.672,2
94.5,17.0,92.3,73.9,6.7,SI,2,2,L,R,0.651,1
89.7,-17.0,96.8,66.4,6.1,FF,2,2,R,L,0.19,1
79.0,25.0,105.0,71.7,7.0,KC,1,0,L,R,1.5759180327868858,3
89.1,30.0,74.8,74.3,7.9,SI,0,1,R,R,0.332,1
88.9,28.0,96.2,77.9,7.4,FF,1,1,R,L,0.4789411764705882,3
89.6,13.0,99.5,71.7,7.8,SI,1,0,R,L,0.901,1
79.0,12.0,106.2,73.3,7.6,KC,2,2,L,R,0.973,1
86.0,14.0,93.9,73.2,7.4,CH,0,0,R,R,0.938,1
86.0,14.0,86.4,69.1,6.5,SL,0,1,R,R,0.887,1
92.3,34.0,71.7,68.0,7.0,FC,1,2,R,R,0.458,1
79.0,33.0,78.7,61.1,6.7,KC,1,0,L,R,0.069,2
85.8,14.0,91.6,78.9,7.1,FC,1,2,R,R,0.913,1
81.1,31.0,99.1,73.0,7.3,ST,0,1,R,R,0.846138888888889,3
92.2,24.0,105.8,76.4,7.2,FF,2,1,L,R,1.551925373134328,3
92.2,7.0,106.3,76.4,7.3,FF,1,2,R,R,0.588,2
81.4,33.0,106.6,76.9,7.9,ST,3,2,L,R,1.7699523809523812,3
79.1,16.0,95.2,67.2,6.5,KC,2,0,R,R,0.673,1
87.8,19.0,87.3,75.0,7.9,CH,0,1,L,R,0.672,2
81.5,13.0,110.8,78.9,7.6,ST,2,2,R,R,0.858,2
90.7,38.0,107.3,79.6,8.4,FC,2,1,L,R,1.357090909090909,3
96.5,28.0,100.3,73.5,7.0,FF,1,1,L,R,1.0021071428571429,3
95.6,-11.0,109.5,82.8,7.8,FF,1,2,R,R,0.341,1
88.2,10.0,95.1,62.7,6.5,SL,1,0,R,R,0.615,1
99.6,-7.0,100.8,69.86666666666667,7.1000000000000005,FC,1,2,L,R,0.328,1
99.1,32.0,72.8,58.8,6.4,SI,1,2,R,L,0.417,1
83.3,19.0,68.3,69.2,7.7,SL,3,2,R,R,0.609,1
85.0,15.0,72.1,60.6,7.9,SL,0,2,L,R,0.459,1
92.1,16.0,88.3,67.9,6.8,FF,1,1,R,L,0.906,1
85.1,11.0,85.4,73.3,7.5,CH,2,0,R,L,0.553,1
94.4,2.0,104.0,72.3,7.6,SI,2,0,L,R,0.51,1
92.5,6.0,104.0,74.5,7.1,FF,1,0,L,R,0.561,1
92.7,22.0,94.9,69.7,7.8,FF,2,1,R,L,0.218,2
92.2,17.0,107.1,77.0,7.6,FF,1,0,R,L,0.6529230769230769,2
92.5,7.0,85.0,69.3,6.6,FF,2,2,R,L,0.378,1
86.8,-20.0,80.6,61.0,7.5,FC,2,2,L,R,0.089,1
94.0,32.0,101.5,77.5,7.0,FF,3,2,R,R,1.150666666666667,3
93.9,-1.0,102.7,73.8,7.0,FF,1,2,R,R,0.448,1
91.3,33.0,100.9,69.5,7.3,SI,1,1,R,R,0.9896129032258064,3
92.7,8.0,107.7,77.3,7.4,FF,2,2,R,R,0.657,1
92.7,41.0,103.1,72.1,7.6,FF,1,0,R,R,0.619,3
94.2,10.0,106.6,79.1,7.8,SI,1,2,R,R,0.862,1
93.9,25.0,108.4,75.96666666666665,7.866666666666667,FF,0,0,L,R,1.82959375,3
93.8,26.0,105.6,70.7,8.0,FF,1,1,R,R,1.726268292682927,3
95.7,21.0,90.3,70.7,6.5,FC,3,2,L,R,0.268,2
96.4,-15.0,101.8,73.1,5.5,FC,0,1,L,R,0.195,1
94.7,-11.0,98.0,69.13333333333334,6.366666666666667,FF,1,2,R,R,0.229,1
94.9,12.0,98.9,60.9,6.3,FC,0,0,L,R,0.906,1
96.2,1.0,64.1,57.3,5.6,FC,2,2,L,R,0.155,1
95.9,2.0,105.5,73.3,7.5,FF,1,2,R,R,0.473,1
89.3,12.0,100.5,72.9,7.5,SL,2,1,L,R,0.931,2
95.4,-7.0,108.0,77.2,7.5,FF,1,0,R,R,0.361,1
96.3,23.0,105.9,74.2,7.5,FC,1,0,L,R,1.4394310344827588,3
96.8,-8.0,90.8,65.5,5.6,FC,0,1,L,R,0.162,1
77.9,18.0,82.2,63.2,7.8,CH,0,1,R,L,0.941,1
78.4,18.0,95.5,72.7,7.133333333333333,ST,0,1,R,L,0.467,1
65.9,10.0,95.4,74.5,7.2,FA,0,0,R,R,0.615,1
76.4,24.0,106.5,76.76666666666667,7.866666666666667,CH,0,2,R,L,1.6922499999999998,2
91.9,24.0,83.5,71.1,7.5,SI,3,1,R,L,0.195,1
97.2,8.0,95.3,70.6,6.8,FF,1,1,L,R,0.559,1
86.4,14.0,95.2,71.0,7.5,KC,1,2,L,L,0.901,1
85.9,0.0,103.5,75.2,6.7,KC,1,1,L,L,0.456,1
94.1,22.0,105.3,73.86666666666667,7.3,SI,0,1,R,L,1.2607021276595742,2
94.0,14.0,102.7,70.43333333333334,6.966666666666666,FC,1,1,R,L,0.766,2
95.0,5.0,108.3,80.6,7.9,SI,3,1,R,L,0.612,1
93.8,26.0,106.5,72.9,6.9,SI,3,2,R,R,1.726268292682927,3
78.7,12.0,106.9,76.7,7.3,CH,0,0,L,R,0.935,1
80.0,21.0,108.0,72.9,7.1,CH,2,1,R,R,1.3596666666666668,3
90.5,22.0,75.8,75.2,7.2,FC,2,2,L,R,0.867,1
93.5,-6.0,83.2,71.1,7.5,SI,0,2,R,R,0.147,1
91.5,42.0,107.6,51.833333333333336,5.2,FF,0,2,L,R,0.9386,3
91.1,9.0,98.5,71.6,7.5,SI,1,0,R,R,0.634,1
69.9,15.0,98.1,75.9,6.7,CU,0,1,L,R,0.741,1
92.7,13.0,94.2,60.8,6.7,SI,2,2,R,R,0.914,1
90.4,11.0,99.4,72.9,6.7,SL,2,2,R,R,0.82,1
91.8,20.0,76.9,74.0,7.2,SI,0,1,R,R,0.919,1
92.4,8.0,102.9,76.1,7.3,SI,0,1,R,R,0.61,1
83.2,37.0,96.1,77.9,7.7,SL,1,1,L,R,0.144,3
84.6,26.0,71.4,65.3,6.4,SL,2,0,L,R,0.86,1
94.8,33.0,107.2,71.7,7.5,FF,1,0,L,R,1.7699523809523812,3
94.5,-14.0,101.3,74.56666666666666,7.066666666666666,SI,3,2,R,R,0.217,1
94.6,6.0,95.0,71.0,7.3,FF,0,0,R,R,0.487,1
89.6,-1.0,84.5,75.8,7.5,FC,1,1,L,R,0.233,1
92.6,44.0,68.2,68.2,6.3,SI,3,2,R,R,0.337,1
86.1,5.0,82.2,63.3,7.7,SL,1,2,R,R,0.307,1
93.6,14.0,99.1,67.1,7.0,FF,0,1,R,R,0.843,2
91.6,-6.0,98.9,70.8,7.5,FF,0,0,R,R,0.274,1
91.1,-10.0,104.9,69.2,6.2,SI,3,2,R,R,0.294,1
79.3,19.0,57.4,46.9,7.4,ST,1,2,R,R,0.225,1
85.8,12.0,103.4,69.0,6.4,SL,1,2,L,R,0.928,1
85.1,21.0,72.7,66.9,6.8,ST,1,2,R,R,0.88,1
87.8,11.0,100.1,67.5,6.7,FC,2,1,L,R,0.87,1
80.6,9.0,105.4,64.53333333333333,7.866666666666666,CU,1,1,L,R,0.75,1
79.8,28.0,71.0,70.7,7.0,CU,1,0,R,R,0.809,1
88.0,3.0,112.0,75.4,7.733333333333333,FC,3,1,L,R,0.608,1
78.9,8.0,102.9,76.8,7.3,CH,0,0,R,R,0.61,1
93.7,4.0,96.5,61.2,6.8,SI,0,0,R,R,0.453,1
90.9,1.0,101.8,70.7,7.2,SI,0,1,R,R,0.528,2
79.6,25.0,101.4,71.3,7.7,CH,2,2,L,R,0.9614528301886794,3
87.8,25.0,97.9,66.6,7.3,FC,0,0,R,R,0.58365,2
92.0,-5.0,84.4,51.86666666666667,5.2,FF,1,2,L,R,0.156,2
78.6,22.0,80.0,59.0,7.0,CH,1,1,R,R,0.718,1
85.0,10.0,96.7,64.4,7.4,SL,1,2,R,R,0.696,1
87.3,10.0,100.0,70.1,7.0,FS,2,2,L,R,0.774,1
83.5,5.0,97.3,71.6,6.8,ST,0,2,R,R,0.481,1
95.9,-1.0,97.4,63.0,7.0,FF,2,2,L,R,0.413,1
80.0,13.0,100.9,68.1,8.2,SL,0,0,L,R,0.892,1
82.8,8.0,98.4,73.8,7.3,CU,0,2,R,L,0.603,1
82.2,26.0,73.1,65.4,7.7,CU,0,2,L,L,0.808,1
87.2,-37.0,47.8,66.30000000000001,8.0,FC,1,0,L,L,0.21,1
90.3,30.0,75.4,63.6,7.5,FF,0,0,L,R,0.332,1
91.7,25.0,97.7,70.3,6.9,SI,0,0,L,L,0.58365,2
77.0,31.0,92.3,68.5,8.4,CU,2,2,R,R,0.09,2
91.6,22.0,73.9,64.2,6.3,FF,2,2,L,R,0.899,1
91.1,21.0,107.8,73.9,7.2,FC,3,2,L,R,1.3596666666666668,3
82.8,24.0,101.6,70.7,7.0,ST,1,2,L,R,1.104861111111111,3
75.3,37.0,62.9,67.4,6.6,CU,0,1,L,R,0.504,1
92.7,8.0,102.8,69.3,6.4,FF,1,2,L,R,0.61,1
86.9,8.0,105.3,79.7,8.5,SL,1,1,L,R,0.639,1
83.7,15.0,101.2,71.5,6.5,ST,2,0,R,R,0.705,2
93.8,1.0,107.0,74.3,6.9,SI,3,2,R,L,0.481,1
95.5,9.0,99.0,65.5,6.3,SI,0,0,R,L,0.636,1
87.7,29.0,106.5,76.3,6.6,CH,2,0,R,L,2.0,3
92.8,-11.0,94.6,63.1,5.6,FF,1,0,R,L,0.162,2
91.4,13.0,100.7,74.56666666666666,7.933333333333334,SL,3,2,R,R,0.892,1
90.9,15.0,93.1,59.7,6.8,SL,2,2,R,R,0.869,1
94.6,25.0,78.8,69.7,6.7,FF,0,0,L,R,0.42,1
96.7,29.0,101.0,66.6,7.8,FF,0,0,L,R,1.0995333333333337,3
81.7,16.0,76.4,70.9,7.4,CU,1,1,L,R,0.777,1
90.6,-15.0,74.1,72.4,7.3,CH,1,0,L,R,0.05,1
95.9,-11.0,76.2,68.6,6.6,FF,0,0,R,R,0.051,1
82.3,-2.0,104.3,70.7,7.4,ST,1,2,R,R,0.399,1
89.9,-1.0,102.4,71.8,7.1,FF,2,1,R,R,0.436,2
84.8,17.0,94.9,74.9,7.3,SL,0,0,R,R,0.554,1
82.4,33.0,95.4,77.1,7.5,CU,0,1,R,R,0.4146666666666666,3
93.9,15.0,78.3,68.2,6.8,FF,0,0,R,R,0.745,1
89.9,29.0,101.9,70.0,6.8,FF,2,0,R,R,1.2136304347826088,3
90.9,5.0,92.3,70.3,6.5,FF,2,1,L,R,0.486,1
82.5,14.0,113.3,77.8,7.6,SL,0,0,R,R,0.82,2
87.0,-10.0,92.3,76.5,6.8,CH,1,1,L,R,0.2,1
93.7,-2.0,104.5,73.5,6.9,SI,0,0,R,R,0.423,1
90.2,5.0,100.9,70.5,7.9,FF,0,2,R,R,0.537,1
88.3,7.0,104.4,73.1,7.4,CH,1,2,L,R,0.619,1
80.6,24.0,67.6,63.6,8.2,CU,2,2,R,R,0.882,1
90.8,18.0,105.2,73.9,6.7,SI,1,0,L,R,0.6026363636363636,2
86.2,21.0,74.0,66.5,6.3,SL,1,2,R,L,0.899,1
91.2,24.0,102.4,68.8,6.6,FC,2,1,R,L,1.104861111111111,2
90.1,11.0,87.1,64.16666666666667,6.733333333333334,SI,0,0,R,R,0.59,1
96.1,52.0,43.3,69.4,6.5,FF,0,0,L,L,0.042,1
81.9,22.0,109.4,77.8,7.9,SV,0,0,R,R,1.6903333333333332,3
92.5,3.0,99.1,65.6,6.4,FF,0,0,R,L,0.488,1
93.1,33.0,98.1,74.6,7.1,FF,0,1,R,R,0.585875,3
86.2,23.0,105.6,74.2,7.8,ST,1,0,L,R,1.4394310344827588,3
94.0,1.0,112.2,75.3,6.9,FC,0,1,R,R,0.506,1
94.4,40.0,102.7,70.0,6.4,FF,1,2,L,R,0.6107777777777776,3
87.6,15.0,92.1,79.3,7.8,SL,0,0,R,L,0.869,1
93.8,-50.0,42.4,73.10000000000001,6.6000000000000005,FF,1,0,L,L,0.319,1
87.4,17.0,75.3,75.8,7.8,SL,3,1,L,L,0.828,1
79.9,19.0,112.0,81.2,8.2,SL,0,0,R,R,1.561090909090909,3
91.2,28.0,104.9,75.6,7.2,FF,2,0,L,R,1.6258627450980392,3
91.8,15.0,82.2,74.1,7.3,SI,2,1,R,R,0.891,1
88.1,-11.0,90.7,63.0,7.2,SL,0,1,L,R,0.149,1
82.1,11.0,89.9,75.3,8.1,CH,0,0,R,R,0.591,1
93.7,16.0,105.5,78.5,7.0,FF,3,2,R,R,0.639,1
87.7,13.0,103.3,71.4,6.9,SL,0,2,R,R,0.88,2
92.9,-6.0,105.3,72.1,6.9,FF,0,0,L,R,0.308,1
88.2,17.0,69.7,74.3,8.2,SL,0,0,R,R,0.57,1
93.7,4.0,95.1,69.9,6.0,FF,2,1,L,R,0.515,1
91.5,19.0,67.1,69.2,5.9,FF,1,1,L,R,0.542,1
86.6,6.0,85.4,59.8,7.8,SL,0,1,R,R,0.343,1
96.0,9.0,102.5,72.7,6.5,SI,0,1,R,R,0.645,1
86.2,5.0,99.7,72.5,7.6,SI,0,2,R,L,0.503,1
